CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
35222,10000809,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers] What is the database provider for this application?,Proprietary but deployable in the Cloud (IaaS)
35222,10000810,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
35222,10000811,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
35222,10000800,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Continuous Delivery
35222,10000801,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
35222,10000802,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
35222,10000803,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
35222,10000901,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Business Drivers] Does this application correspond to a specific workload?,MicroServices & Containers
35222,10000805,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Business Drivers] How is data consumed from this application?,Classic Storage
35222,10000806,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
35222,10000807,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
35222,10003832,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is the processing of Personally Identifiable Data for the application sub-contracted to a third-party?,No
35222,10003833,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is the Data Retention Policy defined for the application data?,Yes
35222,10003834,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is the Data Retention Policy of the application data effectively applied?,Yes
35222,10003835,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Does the application manipulate Personally Identifiable Information data?,Yes
35222,10003836,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is the user consent collected from the application?,"Yes, the consent request is in place"
35222,10003837,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is Personally Identifiable Data of the application transmitted to third-party organizations?,No
35222,10003838,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Does the application allow users to access their own PII data?,"Yes, in read and write modes (modification, correction, deletion...)"
35222,10003839,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,"[GDPR] Who is the Data Processor for the application, in charge of processing personal data?",
35222,10003831,GDPR Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[GDPR] Is the Data Processor for the application identified?,Not Applicable
35222,10001304,Business Alignment Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Portfolio Management] How many Business processes does the application support?,5 to 9 processes
35222,10006306,Business Alignment Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 3.0 - Market and Sell Products and Services
35222,10006307,Business Alignment Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Maturity
35222,10003000,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Performance - Elasticity,Med (Moderate spikes occasionally)
35222,10003001,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Performance - Scalability," Fast, Linear Growth"
35222,10003003,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Performance - Latency, < 500ms
35222,10003004,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Performance - Throughput,5-25 Mbps
35222,10003104,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Operations - Business Continuity,"High Availability required (99.9% - ""three nines"")"
35222,10003008,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Architecture - Application - Complexity,"Med High, (N tier, med integration w/other apps (5-10))"
35222,10003107,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a nation
35222,10003014,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,3-4 years
35222,10003015,IaaS Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[IaaS] Financial - Operating Cost,"Med High (High SLAs, some staffing)"
35222,10006303,TCO Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[TCO] What is the Total Cost of Ownership for this application?,High
35222,10006304,TCO Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[TCO] What is the evolution of the TCO?,Increasing
35223,1000011,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
35223,1000009,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Is this application aligned with the company's future technology direction?,Yes
35223,1000022,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
35223,1000006,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
35223,1000021,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Low
35223,1000020,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Medium
35223,1000019,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
35223,1000018,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the approximate number of end users for this application?,100 to 500
35223,1000017,Business Impact,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Does the application serve internal or external users?,External users
35223,1000015,Software Maintenance Estimate,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the average skill level of the development team on this type of application?,3 years
35223,1000012,Software Maintenance Estimate,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,2.0
35223,1000121,Software Maintenance Estimate,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the percentage of change to the base code for this application over the last 12 months?,3.0
35223,1000032,Software Maintenance Estimate,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the CMMI level of the organization?,Level 3
35223,1000016,Software Maintenance Estimate,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the annual staff turnover within the development team for this application?,25%
35223,1000427,Application Properties,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
35223,1000004,Application Properties,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,What is the application type?,Quality Assurance
35223,1000002,Application Properties,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,Application Owner's name,G Money
35223,1000033,Application Properties,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,In what year was this application first put into production?,2005
35223,10000808,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
35223,10000809,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Technical Enablers] What is the database provider for this application?,Standard but not supported as a service in the Cloud (IaaS)
35223,10000810,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
35223,10000811,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
35223,10000800,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
35223,10000801,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Technical Enablers] What is the current deployment platform for this application?,Back-End application
35223,10000802,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
35223,10000803,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API exposed on other network protocol
35223,10000901,Cloud Readiness Assessment,CCPA App Assessment_CanssandraYay CCPA,08/31/2019,CassandraYay CCPA,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Compute
